,id,name,type,requester,owners,description,is_completed,created_at,started_at,updated_at,moved_at,completed_at,estimate,is_blocked,is_a_blocker,labels,tasks,state,epic_id,epic,project_id,project,utc_offset,SAFe Team Label
1104,16746,Design Enhanced Context Selector Intermediate Representation (IR),feature,cristiano@britecore.com,"cristiano@britecore.com
susana.molinar@britecore.com","## Overview

The last time we met with Myles over the enhanced selector syntax, he gave us the idea to design an intermediate machine representation language to represent those enhanced queries in a way that is transparent to any frontend user-facing language we may end-up designing.

The idea resonates to LLVM Intermediate Representation (IR), a data structure that represents compiled code in a format that is not suitable for machine execution but that is structured enough to support optimization generically regardless of the original source code language and regardless of the target machine code to be generated. 

For that reason, we will our data structure CSIR, or just the shorter form, IR.

The compilation pipeline for a selector expression would look something like the following:
* Capturing
* Tokenization
* Translation to IR
* Validation
* Translation to Gremlin

## Success Condition

* Design JSON-based IR to represent the source expression. All elements of an enhanced context selector need to be present in an IR instance.

* Ensure the IR can be used seamlessly within a policy statement condition block.

* The end result needs to be presented as a code/docs under `/experiments/csir`.",,2019/05/14 16:13:39,,2019/05/14 16:13:39,2019/05/14 16:13:39,,,FALSE,FALSE,,,Unscheduled,12700,BriteAccess: Enhanced Context Selectors,10891,BriteAccess,-5:00:00,Access
1105,16763,Filter Controller - Dynamic Dropdowns,feature,cristiano@britecore.com,,"## Overview

[@brunof](clubhouse://members/5c868b74-1f13-4398-a0f5-1de281f6ef2a) introduced an improvement to the Filter Controller component in ch15142: contextual dropdowns. Those are filtering options constructed based on the current context surrounding the scoped/global notes list at any given moment. 

The presence of those filtering options depends on the surrounding context, and their list of options is dynamically acquired by the frontend as data.

## Success Condition

* Create a dynamic Filter Field to the Filter Controller
* Make sure options acquisition is decoupled from the underlying logic.",,2019/05/15 5:49:08,,2019/05/15 5:52:00,2019/05/15 5:49:08,,,FALSE,FALSE,,,Unscheduled,,,6602,BriteNotes,-5:00:00,Notes
1106,16764,Filter Controller - Contextual Assembling,feature,cristiano@britecore.com,,"## Overview

[@brunof](clubhouse://members/5c868b74-1f13-4398-a0f5-1de281f6ef2a) introduced an improvement to the Filter Controller component in ch15142: contextual dropdowns. Those are filtering options constructed based on the current context surrounding the scoped/global notes list at any given moment. The presence of those filtering options depends on the surrounding context, and other fields like that may be introduced in the future

## Success Condition

* Allow the Filter Controller to be assembled dynamically so different instances have the flexibility to offer different filtering options.",,2019/05/15 5:51:55,,2019/05/15 5:51:55,2019/05/15 5:51:55,,,FALSE,FALSE,,,Unscheduled,,,6602,BriteNotes,-5:00:00,Notes
1107,16765,Filter Controller - Archived Toggle,feature,cristiano@britecore.com,,"## Overview

[@brunof](clubhouse://members/5c868b74-1f13-4398-a0f5-1de281f6ef2a) introduced a new filtering option in ch15142: a toggle to filter in/out archived notes.

## Success Conditions

* Add the archived toggle to the Filter Control",,2019/05/15 5:55:54,,2019/05/15 5:55:54,2019/05/15 5:55:54,,,FALSE,FALSE,,,Unscheduled,,,6602,BriteNotes,-5:00:00,Notes
1108,16766,Filter Controller - Tag-based Filtering,feature,cristiano@britecore.com,,"## Overview

[@brunof](clubhouse://members/5c868b74-1f13-4398-a0f5-1de281f6ef2a) introduced an improvement to the Filter Controller component in ch15142: Tag-based Filtering.

See the referred proposal / mockups for more details.

## Success Condition

Add support for the tag-based filter field",,2019/05/15 6:12:06,,2019/05/15 6:12:06,2019/05/15 6:12:06,,,FALSE,FALSE,,,Unscheduled,,,6602,BriteNotes,-5:00:00,Notes
1109,16783,DESIGN: Breadcrumb navigation,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to quickly understand my current location in BriteLine's hierarchy and easily navigate between levels in order to increase my efficiency and confidence in using the BriteLines app.",,2019/05/15 10:28:16,,2019/05/15 15:08:41,2019/05/15 10:28:16,,3,FALSE,FALSE,BriteLines,,Unscheduled,16777,BriteLines: Way-finding,102,BriteLines,-5:00:00,Lines
1110,16700,Create load-test case in the new test suite,feature,cristiano@britecore.com,fabio.luz@britecore.com,"## Overview

Once the ability to capture and parse an xray report (ch16694) and the ability to trigger a test script (ch16695) are properly supported, it will be time to implement test scripts that assert and protect the system from becoming slow due to future changes.

## Success Conditions

* Add test case to evaluate average overall latency is steady under non-extreme load (like 5 users performing 1/request per second for 10 seconds).

* Add test case to evaluate average overall latency is steady under more severe parallelization load (like 100 users performing 1/request per second for 10 seconds).

The successes conditions above may require improvements in the module that extracts performance metric, created in ch16694.",,2019/05/14 12:28:22,,2019/05/15 10:47:57,2019/05/15 10:47:57,,,FALSE,FALSE,,,Unscheduled,16730,BriteAccess: Performance Test Suite,10891,BriteAccess,-5:00:00,Access
1111,16695,Trigger load tests programmatically,feature,cristiano@britecore.com,fabio.luz@britecore.com,"## Overview

We need to systematically exercise the cloud deployment in order to produce performance metrics. Those metrics will be captured by specialized tools we will build, but this story is not about capturing metrics, it is about the ability to systematically trigger performance exercises.

## Success Conditions

Create a module within `tests/libtest` that offers the ability to launch a test scenario. Its design should make it possible to capture resulting metrics (like producing a test run identifier, or something like it), but it should not at this moment care about gathering or processing those metrics.",,2019/05/14 12:19:56,,2019/05/15 10:47:57,2019/05/15 10:47:57,,,FALSE,FALSE,,,Unscheduled,16730,BriteAccess: Performance Test Suite,10891,BriteAccess,-5:00:00,Access
1112,14707,"UI Design for ""Stock Access Policies""",feature,cristiano@britecore.com,jessica@britecore.com,"## Overview 

AccessPolicies are records created and managed by business users most of the time. Domain providers will be allowed to define Stock Access Policies that cannot be altered by users. *We are envisioning potential for using that kind of policy to represent OAuth standard concepts in the platform, alongside BriteAuth*.

Those Stock Access Policies will still be available to be assigned or unassigned freely, but they can't be deleted, renamed or edited.

## Success Conditions

* Have this concept represented in the UI.
* Low/High fidelity mockup showing the overall idea.

* Consider better wording to name the concept: AWS uses the word ""Managed Policies"" (not sure it would be clear enough for us though).",,2019/04/15 19:36:07,,2019/05/15 11:29:54,2019/05/15 11:29:54,,3,FALSE,FALSE,BriteAccess-UI,,Unscheduled,12702,BriteAccess UI:  Polished Policy Editor,10891,BriteAccess,-5:00:00,Access
1113,3207,SPIKE: Investigate step scaling in ECS instead of target scaling,feature,jacob@britecore.com,,"Target based scaling is leaving the ""scale-in"" cloudwatch alarms in an alarm state, and that's annoying. It might make more sense to use step-scaling. I don't fully understand the differences, but I know it's an option.

Read up on documentation and examples to form an informed opinion on which will fit our web-traffic centric ECS services better.

### Acceptance Criteria
  * Allow up to 4 hours.
  * Report findings in this story
  * If we find we should switch to step-scaling, create a new story for that",,2018/05/15 13:02:24,,2019/05/15 13:19:36,2019/05/15 11:35:34,,3,FALSE,FALSE,,,Unscheduled,9478,BriteCloud ECS Fargate,343,BriteCloud,-5:00:00,Platform
1114,12047,Accept RDS snapshot parameter in cluster template,feature,jacob@britecore.com,,"We need to accept a new optional parameter in our RDS cluster template, `RdsClusterSnapshotId`, which accepts the ID of an RDS snapshot that will be used to initialize the cluster with data.

This will be important for getting BriteLines users on their own real deployment in their own accounts.

It will also be useful when it comes time to roll Gen2 BriteCore into our deployment paradigms.

Finally, we may also be able to use this when creating test sites that should be seeded with a live site's data.

Note that not all Cluster properties are valid in CFN when using a snapshot id. We will need to add a Condition that checks for the snapshot parameter to determine which properties should not be set. The following links should be helpful for that.

https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-rds-dbcluster.html#cfn-rds-dbcluster-snapshotidentifier

https://github.com/widdix/aws-cf-templates/blob/master/state/rds-aurora.yaml#L209",,2019/02/18 18:33:20,,2019/05/16 17:00:39,2019/05/15 11:35:40,,,TRUE,FALSE,,"[X] Add RdsClusterSnapshotId parameter
[ ] Ask Jacob to create a snapshot outside of stack-tests for use in this stack-test
[X] Add UseRdsSnapshotId condition
[X] Modify cluster to use snapshot id and condition for conditional properties
[ ] Test in the sandbox
[ ] Figure out cfn-lint rule exception
[ ] Use snapshot id in a new stack-test",Unscheduled,16271,Aurora Cluster Template Improvements,343,BriteCloud,-5:00:00,Platform
1115,15975,Allow Specifying Update Schedule,feature,jacob@britecore.com,,"## Summary
As a Service Catalog Admin, I want to be able to schedule the products that I launch to be updated automatically at different intervals and time slots.

## Audience
Service Catalog Admins

## References
[SC Tagging Docs](https://docs.aws.amazon.com/servicecatalog/latest/adminguide/tagoptions-launching.html)
[SC TagOption Docs](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-servicecatalog-tagoption.html)
[SC TagOption Association Docs](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-servicecatalog-tagoptionassociation.html)

## Acceptance Criteria
* TagOptions exist for SC Admins to specify update interval
* TagOptions exist for SC Admins to specify day
* TagOptions exist for SC Admins to specify time",,2019/05/02 16:29:22,,2019/05/15 13:33:53,2019/05/15 11:35:48,,2,FALSE,FALSE,platform_priority_low,"[ ] Test in the Sandbox (development branch)
[ ] Add TagOptions for Update day (None, Monday, Tuesday, ...)
[ ] Add TagOptions for Update Interval (Daily, Weekly)
[ ] Update Documentation
[ ] Add TagOptions for Update Time (UTC ""US non-business hours"")
[ ] Prepare Demo",Unscheduled,15733,Automated Updates,14177,BriteDeploy,-5:00:00,Deployment
1116,16822,Add support for PUT on /access/policies,feature,cristiano@britecore.com,,"## Overview

POST and DELETE has been enough so far to manipulate policies but a smoother Editor experience may require multiple consecutive changes to a policy record while the user decides on a version to move forward with.

Support for PUT needs to be added.

## Success Conditions

* Evolve /access/policies to support PUT
* Update the swagger definition
* Evolve test cases accordingly",,2019/05/15 12:05:08,,2019/05/15 12:05:08,2019/05/15 12:05:08,,,FALSE,FALSE,,,Unscheduled,12702,BriteAccess UI:  Polished Policy Editor,10891,BriteAccess,-5:00:00,Access
1117,16826,DESIGN: Method to Add Products,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to add products at different levels within a hierarchy in order to manage inheritance from product to product.",,2019/05/15 12:19:09,,2019/05/16 9:18:01,2019/05/15 12:19:09,,8,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16781,BriteLines: Add Products,102,BriteLines,-5:00:00,Lines
1118,16828,Check Conceptual Match: Effective Role,feature,cristiano@britecore.com,,"## Overview

BriteAccess evaluation requests need a piece of information in order to be constructed: the Effective Role for the target subject. 

The Effective Role would be one specific role under which to analyze the given actor identifier attempted action.

The Effective Role has so far been considered a piece of information that will be gathered by BriteAuth. That assumption may not be correct though.

It should be provided to other services through HTTP headers or some other sharing mechanism, but that detail is not totally relevant for this analysis.

## Success Condition

Answer the following questions:
* How will the Effective Role be determined in the platform?
* How will it be propagated to Evaluation Request constructors?",,2019/05/15 12:25:18,,2019/05/15 12:25:18,2019/05/15 12:25:18,,,FALSE,FALSE,,,Unscheduled,12705,BriteAccess:  BriteAuth Integration,10891,BriteAccess,-5:00:00,Access
1119,16831,Check Conceptual Match: Non-Human Actors,feature,cristiano@britecore.com,,"## Overview

BriteAccess needs to provide the ability to assign policies to human users and non-human users alike. Those policies may be assigned to those users indirectly through role-level assignment, but it can also be assigned directly through actor-level assignment.

Briefly talking to [@delisson](clubhouse://members/5a6f48c0-3f61-46a6-a5c2-ad3e2810ba6b) led to the understanding that while human users would be easily listed by BriteAuth as normal users, non-human users such as third-party programs would not be listed. That leads to a concern: without BriteAuth listing those records, BriteAccess won't know about their existence and thus cannot properly enforce security constraints by assigning policies to them.

## Success Conditions

Answer to the question:
* Can BriteAuth expose non-human users through its public API and CRUD events?

If not, then we need to work around that and make it clear non-human actors cannot be security-constrained for now.",,2019/05/15 12:32:44,,2019/05/15 12:32:54,2019/05/15 12:32:54,,,FALSE,FALSE,,,Unscheduled,12705,BriteAccess:  BriteAuth Integration,10891,BriteAccess,-5:00:00,Access
1120,16832,DESIGN: Create products outside of LOBs,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need Lines to match my mental model of the relationship between products and lines of business (i.e. products are associated with, but not part of, lines of business) so that .",,2019/05/15 12:33:23,,2019/05/16 10:45:44,2019/05/15 12:33:23,,8,FALSE,FALSE,"BriteLines
BriteLines: Inheritance
BriteLines Sprint 33 (5/15/19 - 5/28/19)",,Unscheduled,16781,BriteLines: Add Products,102,BriteLines,-5:00:00,Lines
1121,16833,Name default root products 'Country-Wide',chore,laura.pfancuff@britecore.com,,"As a user, I need the default name for a root product to be country-wide so that it matches the vocabulary I'm comfortable with.",,2019/05/15 12:36:45,,2019/05/15 12:36:45,2019/05/15 12:36:45,,,FALSE,FALSE,,,Unscheduled,16781,BriteLines: Add Products,102,BriteLines,-5:00:00,Lines
1122,15893,UI Definitions - Assign All on Roles and Users,feature,cristiano@britecore.com,jessica@britecore.com,"## Overview

For practical reasons, [@jessicasunga](clubhouse://members/5a56d04c-1ff1-490c-9e28-ba0b11df3f69) decided to postpone defining the UI mechanism to assign a policy to all users or roles. During our last call, we decided special attention is required on that front, so let's give it some planned focus.",,2019/05/02 10:11:32,,2019/05/15 12:48:31,2019/05/15 12:48:31,,,FALSE,FALSE,BriteAccess-UI,,Unscheduled,12702,BriteAccess UI:  Polished Policy Editor,10891,BriteAccess,-5:00:00,Access
1123,15336,User guide to access raw data directly,feature,svetlana.bronshteyn@britecore.com,ivan@britecore.com,"There are clients that request access to raw data - we need to provide step by step guide for them to be able to successfully do that...  for us to set up correct protocols on our side as well, it needs to be a repeatable and consistent approach...  Ivan, please consider all technical implications such as read only access, site performance, etc

Acceptance criteria: we will work with one of the clients to assess usability/clarity of the document.",,2019/04/25 11:55:28,,2019/05/15 12:57:38,2019/05/15 12:57:23,,2,FALSE,FALSE,Data sprint 6,"[ ] Follow up on questions re: ability to do this at all (Ivan)
[ ] Once ready, brand the document",Unscheduled,,,348,BriteData,-5:00:00,Data
1124,15897,BriteData Py reports get hash into a requirements file and wheel,feature,ivan@britecore.com,,"Change needed for a gen2 major cleanup being done (towards migrating to Python 3)
See: https://britecore.slack.com/archives/C040MRQL3/p1556305756005300

# Description

We would like to verify that the correct packages are installed through hashes, see https://docs.google.com/document/d/1Yr_06r9nUk5sdsIkDxvvriVUKGkK7HaD3AnnxxSHnFQ
That becomes tricky with this package, as it's automatically generated.

We need to to get the hash into a requirements file, though, but that could easily be added during the build. A separate requirements file for the britedata_py_reports file would be the easiest.

[2019-04-23_ Decision Making_ The future of the package wheelhouse.pdf](https://api.clubhouse.io/api/attachments/files/clubhouse-assets/5a3c64e9-a53f-4d05-bf0f-a5c21841937e/5ccb132e-f708-435f-8b81-1e75f45d49f9/2019-04-23_%20Decision%20Making_%20The%20future%20of%20the%20package%20wheelhouse.pdf)

# Acceptance Criteria",,2019/05/02 10:55:12,,2019/05/15 13:05:14,2019/05/15 13:05:14,,,FALSE,FALSE,Data sprint 6,,Unscheduled,,,348,BriteData,-5:00:00,Data
1125,16849,DESIGN: Indicate scope of product edits,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to understand which related products will be affected when I make edits within a given product in order to avoid mistakes that cause extensive rework.",,2019/05/15 13:24:16,,2019/05/16 10:42:56,2019/05/15 13:24:16,,,FALSE,FALSE,BriteLines Sprint 33 (5/15/19 - 5/28/19),,Unscheduled,16846,BriteLines: Edit Products,102,BriteLines,-5:00:00,Lines
1126,16854,Britedocs Dev: Employees As Insureds- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT an Employees As Insureds Form SO THAT I can inform my insured of the coverage's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:31:03,,2019/05/15 14:02:14,2019/05/15 13:31:03,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1127,16856,DESIGN: Re-inheritance,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to re-establish an inheritance relationship for individual objects and sub-objects that have been disinherited from parents so that I can make product changes without major non-value add work.",,2019/05/15 13:35:12,,2019/05/15 13:35:12,2019/05/15 13:35:12,,5,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16846,BriteLines: Edit Products,102,BriteLines,-5:00:00,Lines
1128,16858,Britedocs Dev: Exclusion of Terrorism- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT an Exclusion of Terrorism Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:37:16,,2019/05/15 14:01:47,2019/05/15 13:37:16,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1129,16860,Britedocs Dev: Fellow Employee Coverage- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT a Fellow Employee Coverage Form SO THAT I can inform my insured of the coverage's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:40:32,,2019/05/15 14:01:12,2019/05/15 13:40:32,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1130,16861,DESIGN: Indicate sub-objects that can be overridden,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to know what granularity of sub-objects (such as calculations within an item) can be individually disinherited or re-inherited so that I make edits at the appropriate level.",,2019/05/15 13:41:10,,2019/05/15 14:38:11,2019/05/15 13:41:10,,5,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16846,BriteLines: Edit Products,102,BriteLines,-5:00:00,Lines
1131,16863,Britedocs Dev: Individual Named Insured- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT an Individual Named Insured Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:44:40,,2019/05/15 14:00:45,2019/05/15 13:44:40,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1132,16864,Add VPC Config for stack-test codebuild projects,feature,jacob@britecore.com,,"## Summary
Stack Test suites should be able to connect to the RDS and potentially other private VPC resources.

## Audience
Service Engineers

## References
[VPC Config](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-codebuild-project-vpcconfig.html)

## Acceptance Criteria
* Stack Test builds can connect to the VPC their service is launched in",,2019/05/15 13:48:47,,2019/05/15 13:48:47,2019/05/15 13:48:47,,,FALSE,FALSE,,[ ] Update Documentation,Unscheduled,13889,BriteDevelopment Service Pipeline Q2 2019,6477,BriteDevelopment,-5:00:00,Platform
1133,16868,Britedocs Dev: Loss Payable Clause- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT a Loss Payable Clause Form SO THAT I can inform my insured of the coverage's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:50:50,,2019/05/15 13:59:49,2019/05/15 13:50:50,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1134,16872,Britedocs Dev: Nuclear Energy Liability Exclusion Endorsement- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT a Nuclear Energy Liability Exclusion Endorsement Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 13:54:49,,2019/05/15 13:59:12,2019/05/15 13:54:49,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1135,16885,Britedocs Dev: Primary and Noncontributory Other Insurance Condition- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT a Primary and Noncontributory Other Insurance Conditions Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will able to be uploaded in to BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD",,2019/05/15 14:11:27,,2019/05/15 14:11:27,2019/05/15 14:11:27,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1136,16887,Britedocs Dev: Public or Livery Passenger Conveyance and On Demand Delivery Services Exclusion- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT a Public of Livery Passenger Conveyance Form SO THAT I can inform my insured of the exclusion's details.

ACCEPTANCE CRITERIA

- When forms will able to be uploaded in to BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD",,2019/05/15 14:14:26,,2019/05/15 14:14:26,2019/05/15 14:14:26,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1137,16889,Britedocs Dev: Utah Changes- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT an Utah Changes Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will able to be uploaded in to BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD",,2019/05/15 14:16:03,,2019/05/15 14:16:03,2019/05/15 14:16:03,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1138,16892,Improve TestSuite Performance,feature,cristiano@britecore.com,,"## Overview

The test suite is running terribly slow because of database setup times. Domain definition fixtures, that could otherwise be set up only once per running session are being setup/teardown on a per-function basis. The reason for that is django-pytest limitations, possibly because of mysql.

This story has the potential to increase team-wide productivity, as tests are too slow at the moment.

## Success Conditions

Find a way to optimize fixture setup/teardown.",,2019/05/15 14:18:57,,2019/05/15 14:18:57,2019/05/15 14:18:57,,,FALSE,FALSE,,,Unscheduled,,,10891,BriteAccess,-5:00:00,Access
1139,16894,Britedocs Dev: Utah Changes Cancellation and Nonrenewal- Static Form,feature,justin.block@britecore.com,,"AS A carrier I WANT an Utah Changes- Cancellation and Non-renewal Form SO THAT I can inform my insured of the endorsement's details.

ACCEPTANCE CRITERIA

- When forms will be able to be uploaded into BriteDocs
- When forms will be able to be rendered into finalized PDF's
- Document lives within the following file structure (TBD)",,2019/05/15 14:19:45,,2019/05/15 14:19:45,2019/05/15 14:19:45,,,FALSE,FALSE,"Client_WCF
WCF_Docs",,Unscheduled,13214,BriteDocs - WCF - Forms,7105,BriteDocs - Document Conversion,-5:00:00,Docs
1140,16895,DESIGN: Remove inherited objects,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to remove objects from child products without affecting parent or sibling products in order to appropriately and efficiently configure child products.",,2019/05/15 14:31:45,,2019/05/16 10:43:53,2019/05/15 14:31:45,,3,FALSE,FALSE,"BriteLines
BriteLines: Inheritance
BriteLines Sprint 33 (5/15/19 - 5/28/19)",,Unscheduled,16846,BriteLines: Edit Products,102,BriteLines,-5:00:00,Lines
1141,16896,DESIGN: Restore inherited objects,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to reinstate inherited objects that I've previously removed in order to maintain flexibility and make changes without extensive non-value add work.",,2019/05/15 14:36:27,,2019/05/15 14:36:27,2019/05/15 14:36:27,,2,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16846,BriteLines: Edit Products,102,BriteLines,-5:00:00,Lines
1142,15593,Investigate on broken CodeCov,bug,cristiano@britecore.com,,"## Overview

CodeCov has been acting up, and it won't ever succeed in builds.

## Success Condition

- Investigate if it is happening on other products.
- Understand what is happening and report it under this ClubHouse story.",,2019/04/30 6:01:25,,2019/05/15 14:40:05,2019/05/15 14:40:05,,2,FALSE,FALSE,,,Unscheduled,12701,BriteAccess:  Polished API,10891,BriteAccess,-5:00:00,Access
1143,16902,DESIGN: Product comparison method,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need to compare products within a hierarchy in order to efficiently make updates and validate that products are set up correctly.",,2019/05/15 14:48:05,,2019/05/15 14:51:41,2019/05/15 14:48:05,,8,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16898,BriteLines: Compare Products,102,BriteLines,-5:00:00,Lines
1144,16904,RESEARCH: Product Comparison,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"Research how users make updates and validate products in a hierarchy today.
How do they compare currently?
What info do they need when comparing?
Are there reasons for comparison other than updating and validation?
What other tasks surround or would benefit from comparison?",,2019/05/15 14:51:41,,2019/05/15 14:51:41,2019/05/15 14:51:41,,5,FALSE,FALSE,"BriteLines
BriteLines: Inheritance",,Unscheduled,16898,BriteLines: Compare Products,102,BriteLines,-5:00:00,Lines
1145,16905,DESIGN: Representative metadata icons and terms,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need icons and terms to appropriately represent the metadata they stand for so that I understand that status and attributes of objects.",,2019/05/15 14:54:48,,2019/05/15 15:05:21,2019/05/15 14:54:48,,2,FALSE,FALSE,BriteLines,,Unscheduled,16778,BriteLines: Object Metadata,102,BriteLines,-5:00:00,Lines
1146,16906,DESIGN: Object summary display,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"As a user, I need summary pages that list objects to be easy to scan and contain metadata that is relevant so that I can quickly understand object configurations and statuses without navigating excessively between pages.",,2019/05/15 14:58:32,,2019/05/15 15:05:21,2019/05/15 14:58:32,,3,FALSE,FALSE,BriteLines,,Unscheduled,16778,BriteLines: Object Metadata,102,BriteLines,-5:00:00,Lines
1147,16907,RESEARCH: Relevant metadata for object summaries,feature,laura.pfancuff@britecore.com,laura.pfancuff@britecore.com,"Talk with current and potential users about the metadata that would be most helpful for them to see in a summary list of objects (data fields, rate tables, calculations, and items).",,2019/05/15 15:04:37,,2019/05/16 9:10:55,2019/05/15 15:04:37,,,FALSE,FALSE,BriteLines,,Unscheduled,16778,BriteLines: Object Metadata,102,BriteLines,-5:00:00,Lines
1148,16909,Partially overridden entities are imported as `overridden`.,bug,evelyn.pineros@britecore.com,,"
# Description
## Steps to reproduce
1. Create a child Product with partially overridden Shared Calculations and Rate Tables.
2. Export Products hierarchy using `./manage.py export_product {root_product_name} -u`.
3. Flush DB using `./manage.py flush --noinput`.
4. Import Products hierarchy using `./manage.py import_product -t {root_product_name}`.

## Expected results
Partially overridden Shared Calculations and Rate Tables would be imported as `inherited`.

## Actual results
Partially overridden Shared Calculations and Rate Tables are imported as `overridden`.

## Screenshots/screencasts
<http://recordit.co/13ENAqPHxv>

In this screencast partially overridden Shared Calculation is imported properly because we have a temporary workaround for that which is going to be removed in this PR <https://github.com/IntuitiveWebSolutions/BriteLines/pull/849> until we come up with a decent generic solution.

## Notes
Partially overridden entities require only Version model to be created. In order to do that, we need to distinguish between `added`/`overridden` and partially overridden entities.

## Environment
Not required.

",,2019/05/15 15:40:25,,2019/05/15 15:45:08,2019/05/15 15:40:25,,,FALSE,FALSE,,,Unscheduled,,,102,BriteLines,-5:00:00,Lines
